product_id,brand,product_type,ram,storage,color,condition,warranty,merchant_code,merchant_badge,merchant_city,merchant_province,cod,price,daily_view,total_sold
C61,apple,apple iphone 6,1.0,64,unknown,new,unknown,177.0,RM,kota administrasi jakarta selatan,jakarta,False,3800000,3,8
C610,asus,asus  max (m2) ,4.0,64,unknown,new,yes,1765.0,PM,kota administrasi jakarta selatan,jakarta,False,1750000,4,9
C616,asus,asus  live (l1) ,2.0,16,black,new,unknown,2241.0,PM,kab. indramayu,jawa barat,False,1050000,44,318
C617,xiaomi,xiaomi mi a2 lite (redmi 6 pro),4.0,64,unknown,new,unknown,1929.0,PM,kab. klaten,jawa tengah,False,1990000,21,232
C618,xiaomi,xiaomi mi a2 lite (redmi 6 pro),4.0,64,gold,new,unknown,2452.0,PM,kota tangerang,jakarta,False,3200000,8,230
C619,xiaomi,xiaomi mi a2 lite (redmi 6 pro),3.0,32,unknown,new,unknown,926.0,PM,kota administrasi jakarta pusat,jakarta,False,1300000,16,72
C62,apple,apple iphone 6,1.0,64,gray,new,yes,181.0,RM,kota medan,sumatera utara,False,3200000,1,4
C622,xiaomi,xiaomi mi a2 lite (redmi 6 pro),3.0,32,red,new,yes,2226.0,PM,kota administrasi jakarta utara,jakarta,False,1305000,44,101
C625,samsung,samsung galaxy a8 star ,4.0,64,unknown,new,yes,2268.0,PM,kota administrasi jakarta selatan,jakarta,False,3604000,10,29
C626,asus,asus  max pro (m2) ,4.0,64,unknown,new,yes,1122.0,PM,kota administrasi jakarta pusat,jakarta,False,2850000,297,104
C627,xiaomi,xiaomi redmi 5 plus (redmi note 5),4.0,64,black,new,unknown,1499.0,PM,kota administrasi jakarta pusat,jakarta,False,1799800,1106,2376
C628,xiaomi,xiaomi redmi 5 plus (redmi note 5),4.0,64,black,new,yes,1090.0,PM,kab. sidoarjo,jawa timur,False,2000000,166,934
C629,xiaomi,xiaomi redmi 5 plus (redmi note 5),3.0,32,unknown,new,unknown,1586.0,PM,kota surakarta,jawa tengah,False,2000000,34,684
C63,apple,apple iphone 6,1.0,64,gray,new,unknown,184.0,RM,kota bandar lampung,lampung,False,3200000,3,8
C630,xiaomi,xiaomi redmi 5 plus (redmi note 5),3.0,32,gold,new,unknown,1499.0,PM,kota administrasi jakarta pusat,jakarta,False,1799800,7,315
C631,xiaomi,xiaomi redmi 5 plus (redmi note 5),4.0,64,unknown,new,unknown,1515.0,PM,kab. kendal,jawa tengah,False,3000000,8,727
C632,xiaomi,xiaomi redmi 5 plus (redmi note 5),3.0,32,black,new,unknown,1499.0,PM,kota administrasi jakarta pusat,jakarta,False,1649800,88,764
C633,xiaomi,xiaomi redmi 5 plus (redmi note 5),4.0,64,unknown,new,unknown,2481.0,PM,kota tangerang,jakarta,False,2500000,24,226
C634,xiaomi,xiaomi redmi 5 plus (redmi note 5),3.0,32,unknown,new,yes,1507.0,PM,kab. tangerang,banten,False,2150000,36,381
C635,asus,asus  max pro (m1) /,3.0,32,unknown,new,unknown,1515.0,PM,kab. kendal,jawa tengah,False,2000000,38,1912
C636,asus,asus  max pro (m1) /,4.0,64,unknown,new,unknown,1137.0,PM,kota banjarmasin,kalimantan selatan,False,3000000,10,234
C637,asus,asus  max pro (m1) /,3.0,32,unknown,new,unknown,2489.0,PM,kota yogyakarta,yogyakarta,False,2500000,5,42
C64,apple,apple iphone 6,1.0,32,gold,new,unknown,187.0,RM,kota administrasi jakarta pusat,jakarta,False,4265000,1,2
C640,oppo,oppo a7,4.0,64,gold,new,yes,931.0,PM,kota administrasi jakarta timur,jakarta,False,2055000,9,44
C641,oppo,oppo a7,4.0,64,blue,new,yes,875.0,PM,kota administrasi jakarta barat,jakarta,False,2049000,213,941
C642,oppo,oppo a7,4.0,64,gold,new,yes,895.0,PM,kota administrasi jakarta barat,jakarta,False,2049000,12,62
C643,oppo,oppo f7,4.0,64,red,new,yes,876.0,PM,kota administrasi jakarta barat,jakarta,False,2699000,9,345
C645,oppo,oppo f7,6.0,128,red,new,yes,876.0,PM,kota administrasi jakarta barat,jakarta,False,3049900,6,174
C647,vivo,vivo v9,4.0,64,unknown,new,yes,2536.0,PM,kota administrasi jakarta pusat,jakarta,False,3500000,6,102
C649,vivo,vivo v9,4.0,64,unknown,new,yes,1507.0,PM,kab. tangerang,banten,False,4200000,79,266
C653,vivo,vivo v9,4.0,64,red,new,yes,1276.0,PM,kota pontianak,kalimantan barat,False,3239900,1,62
C654,honor,honor 8x,4.0,128,unknown,new,yes,2543.0,PM,kota administrasi jakarta barat,jakarta,False,3995000,21,292
C655,honor,honor 8x,4.0,128,unknown,new,yes,2544.0,PM,kota administrasi jakarta pusat,jakarta,False,2999000,20,267
C658,oppo,oppo a3s,3.0,32,unknown,new,yes,883.0,PM,kota surabaya,jawa timur,False,2250000,5,228
C659,oppo,oppo a3s,2.0,16,unknown,new,unknown,998.0,PM,kota bandung,jawa barat,False,1799000,20,63
C66,apple,apple iphone 6,1.0,128,gray,new,unknown,145.0,RM,kota semarang,jawa tengah,False,4900000,2,28
C660,oppo,oppo a3s,2.0,16,black,new,unknown,2526.0,PM,kota administrasi jakarta utara,jakarta,False,2000000,9,480
C662,oppo,oppo a3s,2.0,16,purple,new,unknown,877.0,PM,kota administrasi jakarta barat,jakarta,False,1549000,22,903
C663,oppo,oppo a3s,2.0,16,red,new,unknown,877.0,PM,kota administrasi jakarta barat,jakarta,False,1549000,322,903
C665,oppo,oppo a3s,3.0,32,red,new,yes,881.0,PM,kota administrasi jakarta timur,jakarta,False,1780000,132,389
C666,oppo,oppo a3s,2.0,16,black,new,unknown,2559.0,PM,kota pekanbaru,riau,False,2000000,3,72
C667,oppo,oppo a3s,2.0,16,unknown,new,unknown,1858.0,PM,kota bandung,jawa barat,False,1999000,1,30
C668,oppo,oppo a3s,2.0,16,unknown,new,yes,2562.0,PM,kota administrasi jakarta barat,jakarta,False,1500000,23,66
C669,oppo,oppo a3s,3.0,32,red,new,yes,983.0,PM,kota administrasi jakarta barat,jakarta,False,1810000,7,264
C67,apple,apple iphone 6,1.0,16,black,new,unknown,189.0,RM,kab. tangerang,banten,False,4200000,1,2
C670,oppo,oppo a3s,3.0,32,purple,new,yes,931.0,PM,kota administrasi jakarta timur,jakarta,False,1748000,25,281
C672,oppo,oppo a3s,2.0,16,unknown,new,yes,2565.0,PM,kota administrasi jakarta barat,jakarta,False,1599000,3,48
C673,oppo,oppo a3s,2.0,16,unknown,new,yes,982.0,PM,kota surabaya,jawa timur,False,1585000,49,388
C674,oppo,oppo a3s,3.0,32,unknown,new,unknown,945.0,PM,kota surabaya,jawa timur,False,2700000,1,31
C675,oppo,oppo a3s,3.0,32,red,new,yes,1126.0,PM,kota administrasi jakarta selatan,jakarta,False,1798999,14,429
C676,oppo,oppo a3s,3.0,32,purple,new,yes,931.0,PM,kota administrasi jakarta timur,jakarta,False,1998000,10,184
C677,oppo,oppo a3s,3.0,32,unknown,new,yes,982.0,PM,kota surabaya,jawa timur,False,2185000,2,65
C678,oppo,oppo a3s,3.0,32,red,new,unknown,877.0,PM,kota administrasi jakarta barat,jakarta,False,1699000,16,278
C679,oppo,oppo a3s,2.0,16,red,new,yes,929.0,PM,kab. tangerang,banten,False,1675000,87,532
C68,apple,apple iphone 6,1.0,64,gray,new,unknown,190.0,RM,kota administrasi jakarta utara,jakarta,False,1880000,2,27
C680,oppo,oppo a83,3.0,32,gold,new,yes,931.0,PM,kota administrasi jakarta timur,jakarta,False,1899000,15,226
C682,oppo,oppo a83,3.0,32,unknown,new,unknown,2574.0,PM,kota surabaya,jawa timur,False,3400000,1,54
C683,oppo,oppo a83,3.0,32,black,new,yes,877.0,PM,kota administrasi jakarta barat,jakarta,False,2199000,3,41
C684,realme,realme 2,6.0,64,blue,new,yes,895.0,PM,kota administrasi jakarta barat,jakarta,False,2349000,5,68
C685,realme,realme 2,4.0,64,unknown,new,yes,1404.0,PM,kota surabaya,jawa timur,False,2900000,61,222
C686,realme,realme 2,6.0,64,black,new,yes,877.0,PM,kota administrasi jakarta barat,jakarta,False,2999000,3,26
C687,realme,realme 2,4.0,64,black,new,yes,2484.0,PM,kota administrasi jakarta utara,jakarta,False,2599000,2,166
C688,realme,realme 2,6.0,64,unknown,new,yes,1404.0,PM,kota surabaya,jawa timur,False,2999000,4,72
C689,realme,realme 2,3.0,32,unknown,new,yes,1404.0,PM,kota surabaya,jawa timur,False,2050000,6,198
C69,apple,apple iphone 6,1.0,16,gray,new,unknown,116.0,RM,kota surabaya,jawa timur,False,3400000,1,3
C690,realme,realme 2,4.0,64,unknown,new,unknown,2616.0,PM,kota administrasi jakarta selatan,jakarta,False,2800000,45,46
C691,realme,realme 2,8.0,128,black,new,unknown,1311.0,PM,kota surabaya,jawa timur,False,2799000,4,55
C692,realme,realme 2,4.0,64,unknown,new,yes,1404.0,PM,kota surabaya,jawa timur,False,2449000,6,117
C695,realme,realme 2,4.0,64,blue,new,yes,877.0,PM,kota administrasi jakarta barat,jakarta,False,2249000,8,330
C696,realme,realme u1,4.0,64,unknown,new,unknown,1404.0,PM,kota surabaya,jawa timur,False,2700000,3,52
C697,realme,realme 2,8.0,128,black,new,yes,1054.0,PM,kota administrasi jakarta barat,jakarta,False,2999000,58,76
C698,realme,realme 2,3.0,32,red,new,yes,983.0,PM,kota administrasi jakarta barat,jakarta,False,1849000,2,94
C699,realme,realme c1,2.0,16,blue,new,yes,2360.0,PM,kota administrasi jakarta selatan,jakarta,False,1650000,5,29
C70,apple,apple iphone 6,1.0,16,gold,new,yes,193.0,RM,kota tangerang,jakarta,False,3000000,3,36
C700,realme,realme 2,4.0,64,unknown,new,unknown,2670.0,PM,kota medan,sumatera utara,False,3500000,3,80
C701,vivo,vivo y65,3.0,16,black,new,unknown,2711.0,PM,kota banjarmasin,kalimantan selatan,False,3000000,6,468
C702,vivo,vivo y71,3.0,32,gold,new,unknown,997.0,PM,kota administrasi jakarta timur,jakarta,False,1850000,94,47
C703,vivo,vivo y71,2.0,16,black,new,yes,2712.0,PM,kota pekanbaru,riau,False,1650000,3,118
C704,vivo,vivo y71,3.0,32,gold,new,yes,875.0,PM,kota administrasi jakarta barat,jakarta,False,1869000,7,497
C705,vivo,vivo y71,3.0,32,black,new,yes,1352.0,PM,kota administrasi jakarta timur,jakarta,False,1985000,7,127
C706,vivo,vivo y81,2.0,16,black,new,yes,876.0,PM,kota administrasi jakarta barat,jakarta,False,1719900,2,71
C707,vivo,vivo y81,2.0,16,black,new,yes,875.0,PM,kota administrasi jakarta barat,jakarta,False,1599000,67,286
C709,vivo,vivo y83,4.0,32,black,new,yes,1276.0,PM,kota pontianak,kalimantan barat,False,2499900,19,120
C71,apple,apple iphone 6,1.0,32,gold,new,yes,197.0,RM,kota administrasi jakarta pusat,jakarta,False,3699000,2,2
C710,vivo,vivo y83,2.0,16,blue,new,unknown,2712.0,PM,kota pekanbaru,riau,False,2000000,6,249
C711,vivo,vivo y93,3.0,32,black,new,unknown,1193.0,PM,kota mojokerto,jawa timur,False,1790000,5,244
C712,vivo,vivo y93,3.0,32,unknown,new,unknown,2715.0,PM,kota administrasi jakarta utara,jakarta,False,1999000,5,156
C713,vivo,vivo y93,3.0,32,blue,new,unknown,1281.0,PM,kota mojokerto,jawa timur,False,1899000,1,40
C714,vivo,vivo y93,3.0,32,blue,new,yes,997.0,PM,kota administrasi jakarta timur,jakarta,False,1750000,78,212
C715,vivo,vivo y93,3.0,32,black,new,yes,28.0,PM,kota administrasi jakarta barat,jakarta,False,1629000,31,135
C716,vivo,vivo y93,3.0,32,black,new,unknown,1049.0,PM,kota administrasi jakarta timur,jakarta,False,1699000,33,25
C717,vivo,vivo y93,3.0,32,blue,new,unknown,1002.0,PM,kota administrasi jakarta timur,jakarta,False,1790000,31,58
C718,vivo,vivo y93,3.0,32,black,new,yes,931.0,PM,kota administrasi jakarta timur,jakarta,False,1659000,23,31
C719,vivo,vivo y93,3.0,32,unknown,new,yes,883.0,PM,kota surabaya,jawa timur,False,1750000,5,54
C72,apple,apple iphone 6,1.0,64,gray,new,unknown,199.0,RM,kota administrasi jakarta utara,jakarta,False,1900000,2,21
C721,vivo,vivo y95,4.0,32,red,new,yes,876.0,PM,kota administrasi jakarta barat,jakarta,False,2109000,10,398
C722,vivo,vivo y95,4.0,32,red,new,yes,3.0,PM,kota administrasi jakarta barat,jakarta,False,2100000,6,364
C723,vivo,vivo y95,4.0,32,black,new,yes,1276.0,PM,kota pontianak,kalimantan barat,False,2699900,3,158
C724,realme,realme c1,2.0,16,unknown,new,yes,1404.0,PM,kota surabaya,jawa timur,False,1500000,3,70
C727,vivo,vivo y91c,2.0,16,black,new,yes,28.0,PM,kota administrasi jakarta barat,jakarta,False,1579000,6,191
C728,vivo,vivo y91c,2.0,16,unknown,new,yes,2729.0,PM,kota administrasi jakarta timur,jakarta,False,2000000,5,222
C731,huawei,huawei nova 2,3.0,32,unknown,new,yes,2782.0,PM,kota tangerang,jakarta,False,2125000,14,84
C732,huawei,huawei nova 4,4.0,64,unknown,new,yes,2782.0,PM,kota tangerang,jakarta,False,2990000,3,26
C733,oppo,oppo f7 youth,4.0,64,black,new,unknown,1296.0,PM,kota administrasi jakarta pusat,jakarta,False,3199000,2,94
C734,apple,apple iphone 5,1.0,16,silver,second,unknown,2799.0,PM,kota administrasi jakarta utara,jakarta,False,2000000,6,20
C735,apple,apple iphone 6,1.0,32,unknown,new,unknown,2814.0,PM,kota administrasi jakarta pusat,jakarta,False,4550000,3,42
C736,apple,apple iphone 6,1.0,32,unknown,new,yes,974.0,PM,kota tangerang,jakarta,False,5600000,1,5
C738,apple,apple iphone 6,1.0,64,gray,new,yes,2823.0,PM,kota medan,sumatera utara,False,4100000,3,14
C739,apple,apple iphone 6,1.0,64,gold,new,yes,2828.0,PM,kota administrasi jakarta pusat,jakarta,False,2600000,3,38
C74,apple,apple iphone 6,1.0,16,unknown,new,unknown,205.0,RM,kab. tangerang,banten,False,3500000,2,4
C741,apple,apple iphone 6,1.0,64,unknown,new,yes,2833.0,PM,kota administrasi jakarta barat,jakarta,False,1400000,394,12
C742,apple,apple iphone 6,1.0,32,gold,new,unknown,2834.0,PM,kota administrasi jakarta selatan,jakarta,False,4200000,1,3
C743,apple,apple iphone 6,1.0,128,unknown,new,unknown,2841.0,PM,kota administrasi jakarta selatan,jakarta,False,2515000,1,8
C744,apple,apple iphone 6,1.0,16,unknown,new,unknown,2842.0,PM,kota surabaya,jawa timur,False,3000000,2,3
C745,apple,apple iphone 6,1.0,64,unknown,new,unknown,2844.0,PM,kota administrasi jakarta pusat,jakarta,False,3400000,2,4
C746,apple,apple iphone 6,1.0,64,unknown,new,yes,2851.0,PM,kota administrasi jakarta pusat,jakarta,False,3000000,6,21
C747,apple,apple iphone 6,1.0,32,silver,new,unknown,2853.0,PM,kab. banyuasin,sumatera selatan,False,4050000,1,5
C748,apple,apple iphone 6,1.0,128,unknown,new,yes,2854.0,PM,kota tangerang,jakarta,False,3500000,1,8
C749,apple,apple iphone 6,1.0,16,gold,new,unknown,2859.0,PM,kota tangerang,jakarta,False,2500000,4,14
C75,apple,apple iphone 6,1.0,64,gray,new,yes,207.0,RM,kota administrasi jakarta barat,jakarta,False,2000000,6,3
C750,apple,apple iphone 6,1.0,32,unknown,new,unknown,2867.0,PM,kota administrasi jakarta barat,jakarta,False,4300000,2,9
C751,apple,apple iphone 6,1.0,32,gold,new,yes,2869.0,PM,kota surabaya,jawa timur,False,4529000,5,62
C752,apple,apple iphone 6,1.0,16,unknown,new,unknown,2679.0,PM,kota administrasi jakarta utara,jakarta,False,3000000,3,68
C753,apple,apple iphone 6,1.0,16,gold,new,yes,2828.0,PM,kota administrasi jakarta pusat,jakarta,False,2300000,1,13
C754,apple,apple iphone 6,1.0,64,unknown,new,unknown,1067.0,PM,kab. bekasi,jawa barat,False,3350000,1,39
C756,apple,apple iphone 6,1.0,32,gold,new,unknown,2874.0,PM,kota medan,sumatera utara,False,4300000,1,37
C757,apple,apple iphone 6,1.0,128,unknown,new,unknown,2679.0,PM,kota administrasi jakarta utara,jakarta,False,3000000,9,34
C758,apple,apple iphone 6,1.0,64,unknown,second,yes,2879.0,PM,kota administrasi jakarta barat,jakarta,False,6000000,3,99
C759,apple,apple iphone 6,1.0,128,unknown,new,unknown,1067.0,PM,kab. bekasi,jawa barat,False,3650000,3,34
C76,apple,apple iphone 7,2.0,32,unknown,new,unknown,158.0,RM,kota administrasi jakarta barat,jakarta,False,3550000,1,63
C760,apple,apple iphone 6,1.0,64,gold,new,unknown,2887.0,PM,kota administrasi jakarta utara,jakarta,False,2900000,6,24
C761,apple,apple iphone 6,1.0,16,unknown,new,yes,2888.0,PM,kota semarang,jawa tengah,False,2820000,1,4
C762,apple,apple iphone 6,1.0,32,gold,new,yes,2823.0,PM,kota medan,sumatera utara,False,4700000,1,3
C763,apple,apple iphone 6,1.0,16,unknown,new,unknown,1067.0,PM,kab. bekasi,jawa barat,False,2850000,1,5
C764,apple,apple iphone 6,1.0,16,unknown,new,unknown,1880.0,PM,kota administrasi jakarta utara,jakarta,False,2250000,2,9
C765,apple,apple iphone 6,1.0,32,white,new,yes,2906.0,PM,kota administrasi jakarta barat,jakarta,False,4250000,11,20
C766,apple,apple iphone 7,2.0,128,black,new,unknown,2913.0,PM,kota samarinda,kalimantan timur,False,3600000,5,9
C767,apple,apple iphone 7,2.0,32,black,new,yes,2230.0,PM,kota administrasi jakarta barat,jakarta,False,3250000,11,226
C768,apple,apple iphone 7,2.0,128,unknown,new,unknown,2932.0,PM,kota depok,jakarta,False,5800000,2,2
C769,apple,apple iphone 7,2.0,32,black,new,yes,2820.0,PM,kota administrasi jakarta pusat,jakarta,False,3375000,7,4
C77,apple,apple iphone 7,2.0,32,unknown,new,unknown,226.0,RM,kota tegal,jawa tengah,False,5000000,1,10
C770,apple,apple iphone 7,2.0,128,unknown,new,unknown,2933.0,PM,kota administrasi jakarta utara,jakarta,False,6400000,9,6
C772,apple,apple iphone 7,2.0,256,unknown,new,unknown,2944.0,PM,kab. bogor,jawa barat,False,4600000,6,12
C773,apple,apple iphone 7,2.0,256,unknown,new,unknown,2906.0,PM,kota administrasi jakarta barat,jakarta,False,10050000,7,18
C774,apple,apple iphone 7,2.0,32,black,new,yes,2338.0,PM,kota administrasi jakarta pusat,jakarta,False,3050000,12,19
C775,apple,apple iphone 7,2.0,32,red,new,yes,2947.0,PM,kota tangerang,jakarta,False,6980000,4,18
C776,apple,apple iphone 7,2.0,32,black,new,yes,2828.0,PM,kota administrasi jakarta pusat,jakarta,False,4150000,2,6
C777,apple,apple iphone 7,2.0,128,black,second,unknown,2960.0,PM,kota administrasi jakarta utara,jakarta,False,6200000,4,6
C778,apple,apple iphone 7,2.0,256,unknown,new,unknown,1067.0,PM,kab. bekasi,jawa barat,False,4850000,22,60
C779,apple,apple iphone 7,2.0,32,gold,new,yes,2969.0,PM,kota administrasi jakarta utara,jakarta,False,3699000,13,48
C78,apple,apple iphone 7,2.0,128,black,new,unknown,180.0,RM,kab. bogor,jawa barat,False,10000000,4,35
C780,apple,apple iphone 7,2.0,128,unknown,new,unknown,1990.0,PM,kota administrasi jakarta utara,jakarta,False,6000000,2,4
C781,apple,apple iphone 7,2.0,128,red,new,yes,1990.0,PM,kota administrasi jakarta utara,jakarta,False,9750000,15,8
C782,apple,apple iphone 7,2.0,32,red,new,yes,1431.0,PM,kota administrasi jakarta pusat,jakarta,False,3099000,14,66
C783,apple,apple iphone 7,2.0,32,black,new,yes,2823.0,PM,kota medan,sumatera utara,False,6300000,1,2
C785,apple,apple iphone 7,2.0,32,unknown,new,unknown,1880.0,PM,kota administrasi jakarta utara,jakarta,False,4100000,27,72
C787,apple,apple iphone 7,2.0,32,unknown,new,yes,2903.0,PM,kota administrasi jakarta barat,jakarta,False,3499000,25,452
C788,apple,apple iphone 7,2.0,32,unknown,new,yes,3002.0,PM,kota pekanbaru,riau,False,6450000,2,715
C789,apple,apple iphone 7,2.0,32,unknown,second,unknown,3007.0,PM,kota bandung,jawa barat,False,11500000,4,60
C79,apple,apple iphone 7,2.0,128,black,new,yes,227.0,RM,kota administrasi jakarta pusat,jakarta,False,4650000,3,8
C790,apple,apple iphone 7,2.0,128,gold,new,yes,2969.0,PM,kota administrasi jakarta utara,jakarta,False,4099000,16,25
C791,apple,apple iphone 7,2.0,32,unknown,new,unknown,2913.0,PM,kota samarinda,kalimantan timur,False,3250000,8,6
C792,apple,apple iphone 7,2.0,128,black,new,yes,2828.0,PM,kota administrasi jakarta pusat,jakarta,False,4550000,4,42
C793,apple,apple iphone 7,2.0,32,unknown,new,unknown,2679.0,PM,kota administrasi jakarta utara,jakarta,False,5000000,5,46
C794,apple,apple iphone 7,2.0,32,unknown,new,unknown,1067.0,PM,kab. bekasi,jawa barat,False,3900000,4,26
C796,apple,apple iphone 7,2.0,32,red,new,unknown,3022.0,PM,kota administrasi jakarta utara,jakarta,False,3400000,11,4
C797,apple,apple iphone 7,2.0,128,gold,new,yes,1520.0,PM,kota administrasi jakarta utara,jakarta,False,3850000,18,23
C798,apple,apple iphone 7,2.0,128,gold,new,unknown,3022.0,PM,kota administrasi jakarta utara,jakarta,False,4000000,5,19
C799,apple,apple iphone 7,2.0,32,unknown,new,unknown,2944.0,PM,kab. bogor,jawa barat,False,3400000,21,4
C8,nokia,nokia 1,2.0,16,unknown,new,yes,21.0,RM,kab. bogor,jawa barat,False,2000000,1,114
C800,apple,apple iphone 7,2.0,128,unknown,new,yes,3031.0,PM,kota semarang,jawa tengah,False,5000000,1,2
C801,apple,apple iphone 7,2.0,128,unknown,new,unknown,245.0,PM,kota administrasi jakarta utara,jakarta,False,3900000,3,7
C802,apple,apple iphone 8,2.0,64,red,new,unknown,3041.0,PM,kota administrasi jakarta pusat,jakarta,False,5757000,5,6
C803,apple,apple iphone 8,2.0,64,gray,new,unknown,1506.0,PM,kota medan,sumatera utara,False,6950000,4,10
C805,apple,apple iphone 8,2.0,64,silver,new,yes,3045.0,PM,kota tangerang selatan,banten,False,10800000,2,7
C806,apple,apple iphone 8,2.0,64,gold,new,yes,1058.0,PM,kota administrasi jakarta pusat,jakarta,False,8550000,3,4
C807,apple,apple iphone 8,2.0,64,gold,new,unknown,3055.0,PM,kab. bandung barat,jawa barat,False,9400000,2,3
C808,apple,apple iphone 8,2.0,64,red,new,yes,240.0,PM,kota surabaya,jawa timur,False,9850000,7,8
C809,apple,apple iphone 8,2.0,64,red,new,yes,99.0,PM,kota administrasi jakarta timur,jakarta,False,10050000,36,65
C81,apple,apple iphone 7,2.0,128,red,second,unknown,231.0,RM,kota bandung,jawa barat,False,6500000,1,2
C810,apple,apple iphone 8,2.0,64,gold,new,yes,3073.0,PM,kota medan,sumatera utara,False,7200000,1,6
C811,apple,apple iphone x,3.0,256,black,new,unknown,2664.0,PM,kota medan,sumatera utara,False,15200000,3,28
C812,apple,apple iphone x,3.0,64,gray,new,yes,3041.0,PM,kota administrasi jakarta pusat,jakarta,False,8888000,75,127
C813,apple,apple iphone x,3.0,64,silver,new,unknown,2826.0,PM,kota bandung,jawa barat,False,8400000,5,4
C815,apple,apple iphone x,3.0,256,unknown,new,yes,3092.0,PM,kota administrasi jakarta utara,jakarta,False,18000000,6,18
C816,apple,apple iphone x,3.0,256,unknown,new,unknown,3094.0,PM,kota medan,sumatera utara,False,13250000,5,8
C817,apple,apple iphone x,3.0,256,silver,new,yes,2961.0,PM,kota administrasi jakarta barat,jakarta,False,12750000,9,75
C818,apple,apple iphone x,3.0,64,unknown,new,unknown,568.0,PM,kota batam,kepulauan riau,False,9500000,29,228
C819,apple,apple iphone x,3.0,64,unknown,new,unknown,2754.0,PM,kota tangerang,jakarta,False,11500000,12,22
C820,apple,apple iphone x,3.0,256,silver,new,yes,3119.0,PM,kota tangerang selatan,banten,False,12949000,3,6
C821,apple,apple iphone x,3.0,256,unknown,new,unknown,2331.0,PM,kota batam,kepulauan riau,False,9500000,62,16
C822,apple,apple iphone x,3.0,256,unknown,new,unknown,2754.0,PM,kota tangerang,jakarta,False,13200000,8,16
C823,apple,apple iphone x,3.0,64,silver,new,yes,2961.0,PM,kota administrasi jakarta barat,jakarta,False,12300000,7,40
C824,apple,apple iphone x,3.0,256,unknown,new,unknown,568.0,PM,kota batam,kepulauan riau,False,10500000,158,285
C825,apple,apple iphone x,3.0,256,gray,new,unknown,3022.0,PM,kota administrasi jakarta utara,jakarta,False,8800000,20,6
C826,apple,apple iphone x,3.0,256,silver,new,unknown,1878.0,PM,kota administrasi jakarta timur,jakarta,False,13350000,6,114
C827,apple,apple iphone x,3.0,64,gray,new,unknown,3133.0,PM,kota administrasi jakarta selatan,jakarta,False,13700000,1,7
C828,apple,apple iphone x,3.0,256,silver,new,yes,3135.0,PM,kota administrasi jakarta barat,jakarta,False,14600000,4,10
C829,apple,apple iphone x,3.0,64,silver,new,yes,2820.0,PM,kota administrasi jakarta pusat,jakarta,False,7575000,14,7
C83,apple,apple iphone 7,2.0,32,unknown,new,unknown,235.0,RM,kab. sidoarjo,jawa timur,False,5170000,3,4
C830,huawei,huawei nova 3i,4.0,128,purple,new,unknown,3141.0,PM,kota administrasi jakarta utara,jakarta,False,3049000,37,571
C831,huawei,huawei nova 3i,4.0,128,purple,new,yes,875.0,PM,kota administrasi jakarta barat,jakarta,False,2399000,188,364
C833,apple,apple iphone 5s,1.0,16,gold,new,unknown,3204.0,PM,kab. ogan komering ulu timur,sumatera selatan,False,2000000,3,4
C834,apple,apple iphone 5s,1.0,16,gray,new,unknown,1497.0,PM,kota bogor,jakarta,False,1499000,5,2
C835,apple,apple iphone 5s,1.0,16,gold,new,unknown,3206.0,PM,kab. ogan komering ulu timur,sumatera selatan,False,2000000,1,2
C836,apple,apple iphone 5s,1.0,16,unknown,new,unknown,3210.0,PM,kota yogyakarta,yogyakarta,False,1199000,2,4
C837,apple,apple iphone 5s,1.0,16,gold,new,unknown,3211.0,PM,kab. ogan komering ulu timur,sumatera selatan,False,2000000,3,6
C838,apple,apple iphone 5s,1.0,32,unknown,new,unknown,2842.0,PM,kota surabaya,jawa timur,False,2500000,2,5
C839,apple,apple iphone 5s,1.0,16,gray,new,unknown,3214.0,PM,kab. ogan komering ulu timur,sumatera selatan,False,2000000,1,2
C84,apple,apple iphone 7,2.0,128,unknown,new,yes,199.0,RM,kota administrasi jakarta utara,jakarta,False,3400000,10,86
C840,apple,apple iphone 5s,1.0,16,unknown,new,yes,2854.0,PM,kota tangerang,jakarta,False,1900000,1,10
C841,apple,apple iphone 5s,1.0,16,gray,new,unknown,3215.0,PM,kota administrasi jakarta utara,jakarta,False,2000000,3,90
C842,apple,apple iphone 5s,1.0,16,gold,new,unknown,3219.0,PM,kab. ogan komering ulu timur,sumatera selatan,False,2000000,1,3
C843,apple,apple iphone 5s,1.0,16,gray,new,unknown,3221.0,PM,kab. ogan komering ulu timur,sumatera selatan,False,2000000,2,2
C844,apple,apple iphone 5s,1.0,16,gray,new,unknown,3219.0,PM,kab. ogan komering ulu timur,sumatera selatan,False,2000000,1,2
C845,apple,apple iphone 5s,1.0,16,gray,new,unknown,3204.0,PM,kab. ogan komering ulu timur,sumatera selatan,False,2000000,3,6
C846,apple,apple iphone 5s,1.0,16,gray,new,unknown,3223.0,PM,kab. ogan komering ulu timur,sumatera selatan,False,2000000,1,4
C847,apple,apple iphone 5s,1.0,16,gray,new,unknown,3226.0,PM,kab. ogan komering ulu timur,sumatera selatan,False,2000000,1,2
C848,apple,apple iphone 6s,2.0,64,gold,second,unknown,3069.0,PM,kab. tangerang,banten,False,4000000,1,21
C849,apple,apple iphone 6s,2.0,16,gray,new,yes,2828.0,PM,kota administrasi jakarta pusat,jakarta,False,3000000,2,10
